"market","YearQuarter","internal_industry","internal_class","CityType","Pandemic","Go_Stay","leasedSF","avg_occupancy_proportion"
"Austin",2019 Q4,"Tech","A",0,"Pre","Go",62079,1
"Austin",2019 Q4,"Finance","A",0,"Pre","Stay",103453,1
"Austin",2019 Q4,"Tech","A",0,"Pre","Go",10536,1
"Austin",2019 Q4,"Finance","A",0,"Pre","Go",15000,1
"Austin",2019 Q4,"Tech","A",0,"Pre","Go",27326,1
"Austin",2020 Q1,"Legal","A",0,"Pre","Stay",14107,0.82
"Austin",2020 Q1,"Tech","A",0,"Pre","Go",22001,0.82
"Austin",2020 Q1,"Tech","A",0,"Pre","Go",128990,0.82
"Austin",2020 Q1,"Tech","A",0,"Pre","Go",34600,0.82
"Austin",2020 Q1,"Tech","A",0,"Pre","Go",34995,0.82
"Austin",2020 Q1,"Finance","A",0,"Pre","Go",45255,0.82
"Austin",2020 Q1,"Tech","A",0,"Pre","Go",157540,0.82
"Austin",2020 Q1,"Tech","A",0,"Pre","Stay",12908,0.82
"Austin",2020 Q3,"Tech","O",0,"Post","Stay",10101,0.297142857
"Austin",2020 Q3,"Tech","O",0,"Post","Stay",88787,0.297142857
"Austin",2020 Q3,"Finance","A",0,"Post","Go",20459,0.297142857
"Austin",2020 Q3,"Finance","A",0,"Post","Go",31641,0.297142857
"Austin",2020 Q3,"Legal","A",0,"Post","Go",11308,0.297142857
"Austin",2020 Q3,"Tech","A",0,"Post","Go",105385,0.297142857
"Austin",2020 Q4,"Tech","O",0,"Post","Stay",88787,0.333076923
"Austin",2020 Q4,"Finance","O",0,"Post","Stay",51000,0.333076923
"Austin",2021 Q1,"Finance","A",0,"Post","Go",23416,0.317692308
"Austin",2021 Q1,"Legal","A",0,"Post","Go",50273,0.317692308
"Austin",2021 Q1,"Finance","A",0,"Post","Stay",71401,0.317692308
"Austin",2021 Q1,"Tech","O",0,"Post","Stay",40000,0.317692308
"Austin",2021 Q1,"Finance","A",0,"Post","Go",46825,0.317692308
"Austin",2021 Q2,"Finance","A",0,"Post","Go",30305,0.436153846
"Austin",2021 Q2,"Finance","A",0,"Post","Go",27702,0.436153846
"Austin",2021 Q2,"Legal","A",0,"Post","Go",24615,0.436153846
"Austin",2021 Q2,"Tech","A",0,"Post","Go",37782,0.436153846
"Austin",2021 Q2,"Tech","A",0,"Post","Go",24690,0.436153846
"Austin",2021 Q2,"Tech","A",0,"Post","Go",114665,0.436153846
"Austin",2021 Q2,"Tech","A",0,"Post","Go",49312,0.436153846
"Austin",2021 Q2,"Legal","A",0,"Post","Go",24184,0.436153846
"Austin",2021 Q2,"Finance","A",0,"Post","Go",34116,0.436153846
"Austin",2021 Q2,"Legal","A",0,"Post","Go",39870,0.436153846
"Austin",2021 Q2,"Finance","A",0,"Post","Go",57210,0.436153846
"Austin",2021 Q3,"Tech","A",0,"Post","Go",40711,0.477692308
"Austin",2021 Q3,"Tech","A",0,"Post","Go",124393,0.477692308
"Austin",2021 Q3,"Tech","A",0,"Post","Go",65000,0.477692308
"Austin",2021 Q3,"Tech","O",0,"Post","Go",30626,0.477692308
"Austin",2021 Q3,"Tech","A",0,"Post","Stay",29317,0.477692308
"Austin",2021 Q4,"Finance","A",0,"Post","Go",114417,0.495384615
"Austin",2021 Q4,"Finance","A",0,"Post","Go",22001,0.495384615
"Austin",2021 Q4,"Tech","A",0,"Post","Go",16711,0.495384615
"Austin",2021 Q4,"Tech","O",0,"Post","Go",32437,0.495384615
"Austin",2021 Q4,"Finance","A",0,"Post","Go",27298,0.495384615
"Austin",2021 Q4,"Finance","A",0,"Post","Go",29022,0.495384615
"Austin",2021 Q4,"Tech","A",0,"Post","Go",27522,0.495384615
"Austin",2021 Q4,"Tech","A",0,"Post","Go",332865,0.495384615
"Austin",2021 Q4,"Tech","A",0,"Post","Go",40843,0.495384615
"Austin",2021 Q4,"Finance","A",0,"Post","Go",36000,0.495384615
"Austin",2021 Q4,"Tech","A",0,"Post","Go",574165,0.495384615
"Austin",2022 Q1,"Tech","A",0,"Post","Go",120934,0.48
"Austin",2022 Q1,"Tech","A",0,"Post","Go",42019,0.48
"Austin",2022 Q1,"Finance","A",0,"Post","Go",158163,0.48
"Austin",2022 Q1,"Legal","A",0,"Post","Go",15470,0.48
"Austin",2022 Q1,"Tech","A",0,"Post","Go",149346,0.48
"Austin",2022 Q1,"Finance","O",0,"Post","Go",51059,0.48
"Austin",2022 Q1,"Tech","A",0,"Post","Go",22292,0.48
"Austin",2022 Q1,"Tech","A",0,"Post","Go",114413,0.48
"Austin",2022 Q1,"Finance","A",0,"Post","Go",29022,0.48
"Austin",2022 Q1,"Finance","A",0,"Post","Go",15152,0.48
"Austin",2022 Q2,"Legal","A",0,"Post","Stay",22068,0.6
"Austin",2022 Q2,"Tech","A",0,"Post","Go",38138,0.6
"Austin",2022 Q2,"Tech","A",0,"Post","Go",46284,0.6
"Austin",2022 Q2,"Finance","A",0,"Post","Go",235000,0.6
"Austin",2022 Q2,"Tech","A",0,"Post","Go",21357,0.6
"Austin",2022 Q2,"Tech","O",0,"Post","Go",30654,0.6
"Austin",2022 Q3,"Tech","A",0,"Post","Go",60000,0.582631579
"Austin",2022 Q3,"Tech","A",0,"Post","Go",23127,0.582631579
"Austin",2022 Q3,"Legal","A",0,"Post","Go",22068,0.582631579
"Austin",2022 Q3,"Tech","A",0,"Post","Go",16117,0.582631579
"Austin",2022 Q3,"Tech","A",0,"Post","Go",15957,0.582631579
"Austin",2022 Q3,"Finance","A",0,"Post","Go",22752,0.582631579
"Austin",2022 Q3,"Tech","O",0,"Post","Go",20450,0.582631579
"Austin",2022 Q3,"Tech","A",0,"Post","Go",93200,0.582631579
"Austin",2022 Q3,"Tech","A",0,"Post","Go",40100,0.582631579
"Austin",2022 Q3,"Legal","A",0,"Post","Go",15268,0.582631579
"Austin",2022 Q4,"Finance","A",0,"Post","Go",67625,0.5825
"Austin",2022 Q4,"Finance","A",0,"Post","Go",10235,0.5825
"Austin",2023 Q1,"Tech","A",0,"Post","Go",15022,0.6
"Austin",2023 Q1,"Tech","A",0,"Post","Go",11233,0.6
"Austin",2023 Q1,"Tech","A",0,"Post","Go",14100,0.6
"Austin",2023 Q1,"Tech","A",0,"Post","Go",10493,0.6
"Austin",2023 Q1,"Tech","A",0,"Post","Go",19953,0.6
"Austin",2023 Q1,"Tech","O",0,"Post","Go",18514,0.6
"Austin",2023 Q1,"Tech","A",0,"Post","Stay",10710,0.6
"Austin",2023 Q2,"Finance","A",0,"Post","Go",20000,0.596153846
"Austin",2023 Q2,"Finance","A",0,"Post","Go",12285,0.596153846
"Austin",2023 Q2,"Tech","A",0,"Post","Go",319998,0.596153846
"Austin",2023 Q3,"Tech","A",0,"Post","Go",16711,0.562307692
"Austin",2023 Q3,"Finance","A",0,"Post","Go",15679,0.562307692
"Austin",2023 Q3,"Finance","A",0,"Post","Go",21939,0.562307692
"Austin",2023 Q3,"Tech","A",0,"Post","Go",27208,0.562307692
"Austin",2023 Q3,"Tech","A",0,"Post","Go",13932,0.562307692
"Austin",2023 Q3,"Tech","A",0,"Post","Go",30341,0.562307692
"Austin",2023 Q3,"Tech","A",0,"Post","Go",18739,0.562307692
"Austin",2023 Q3,"Legal","A",0,"Post","Go",12162,0.562307692
"Austin",2023 Q3,"Legal","A",0,"Post","Go",12043,0.562307692
"Austin",2023 Q3,"Finance","A",0,"Post","Stay",10235,0.562307692
"Austin",2023 Q3,"Tech","O",0,"Post","Go",21174,0.562307692
"Austin",2023 Q3,"Legal","A",0,"Post","Stay",29952,0.562307692
"Austin",2023 Q3,"Legal","A",0,"Post","Go",15071,0.562307692
"Austin",2023 Q3,"Tech","O",0,"Post","Go",14500,0.562307692
"Austin",2023 Q3,"Tech","A",0,"Post","Go",34116,0.562307692
"Austin",2023 Q4,"Tech","A",0,"Post","Stay",92159,0.557692308
"Austin",2023 Q4,"Tech","O",0,"Post","Go",14500,0.557692308
"Austin",2023 Q4,"Tech","A",0,"Post","Stay",98920,0.557692308
"Austin",2023 Q4,"Tech","A",0,"Post","Stay",43737,0.557692308
"Austin",2023 Q4,"Legal","A",0,"Post","Go",15071,0.557692308
"Austin",2023 Q4,"Tech","A",0,"Post","Go",76916,0.557692308
"Austin",2023 Q4,"Tech","A",0,"Post","Stay",209184,0.557692308
"Austin",2023 Q4,"Tech","O",0,"Post","Go",12990,0.557692308
"Austin",2023 Q4,"Tech","A",0,"Post","Go",83481,0.557692308
"Austin",2024 Q1,"Tech","A",0,"Post","Go",50000,0.608461538
"Austin",2024 Q1,"Tech","O",0,"Post","Stay",23227,0.608461538
"Austin",2024 Q1,"Finance","A",0,"Post","Go",16135,0.608461538
"Austin",2024 Q1,"Finance","O",0,"Post","Go",17368,0.608461538
"Austin",2024 Q1,"Tech","A",0,"Post","Go",27386,0.608461538
"Austin",2024 Q1,"Tech","A",0,"Post","Go",36248,0.608461538
"Austin",2024 Q2,"Tech","A",0,"Post","Stay",14315,0.623846154
"Austin",2024 Q2,"Legal","A",0,"Post","Go",28000,0.623846154
"Austin",2024 Q2,"Tech","A",0,"Post","Stay",30939,0.623846154
"Austin",2024 Q2,"Tech","A",0,"Post","Stay",19921,0.623846154
"Austin",2024 Q2,"Finance","A",0,"Post","Go",21391,0.623846154
"Austin",2024 Q2,"Tech","A",0,"Post","Stay",19606,0.623846154
"Austin",2024 Q2,"Finance","A",0,"Post","Stay",176883,0.623846154
"Austin",2024 Q3,"Tech","A",0,"Post","Go",320095,0.603846154
"Austin",2024 Q3,"Legal","A",0,"Post","Stay",15458,0.603846154
"Austin",2024 Q3,"Tech","A",0,"Post","Stay",26607,0.603846154
"Austin",2024 Q3,"Tech","A",0,"Post","Go",16903,0.603846154
"Austin",2024 Q3,"Tech","A",0,"Post","Go",22022,0.603846154
"Austin",2024 Q3,"Tech","A",0,"Post","Go",11684,0.603846154
"Austin",2024 Q3,"Finance","A",0,"Post","Go",20878,0.603846154
"Austin",2024 Q3,"Tech","A",0,"Post","Stay",60000,0.603846154
"Chicago",2018 Q1,"Legal","O",1,"Pre","Go",15264,1
"Chicago",2018 Q1,"Tech","O",1,"Pre","Go",74450,1
"Chicago",2018 Q1,"Tech","O",1,"Pre","Go",57071,1
"Chicago",2018 Q1,"Tech","O",1,"Pre","Stay",83622,1
"Chicago",2018 Q1,"Legal","A",1,"Pre","Go",19000,1
"Chicago",2018 Q1,"Finance","A",1,"Pre","Stay",408000,1
"Chicago",2018 Q1,"Finance","A",1,"Pre","Stay",40444,1
"Chicago",2018 Q1,"Finance","A",1,"Pre","Go",41484,1
"Chicago",2018 Q1,"Finance","A",1,"Pre","Stay",405000,1
"Chicago",2018 Q1,"Finance","A",1,"Pre","Go",26695,1
"Chicago",2018 Q1,"Finance","O",1,"Pre","Go",39272,1
"Chicago",2018 Q1,"Finance","A",1,"Pre","Go",16502,1
"Chicago",2018 Q1,"Finance","A",1,"Pre","Go",122000,1
"Chicago",2018 Q1,"Legal","O",1,"Pre","Stay",58394,1
"Chicago",2018 Q1,"Finance","A",1,"Pre","Go",64956,1
"Chicago",2018 Q1,"Tech","A",1,"Pre","Go",26534,1
"Chicago",2018 Q2,"Tech","A",1,"Pre","Go",12099,1
"Chicago",2018 Q2,"Legal","O",1,"Pre","Stay",15307,1
"Chicago",2018 Q2,"Legal","A",1,"Pre","Go",33249,1
"Chicago",2018 Q2,"Finance","A",1,"Pre","Stay",277573,1
"Chicago",2018 Q2,"Tech","A",1,"Pre","Stay",681545,1
"Chicago",2018 Q2,"Legal","A",1,"Pre","Stay",63813,1
"Chicago",2018 Q2,"Tech","A",1,"Pre","Stay",47831,1
"Chicago",2018 Q2,"Finance","A",1,"Pre","Go",60000,1
"Chicago",2018 Q2,"Tech","O",1,"Pre","Stay",12086,1
"Chicago",2018 Q2,"Finance","A",1,"Pre","Stay",55000,1
"Chicago",2018 Q2,"Finance","A",1,"Pre","Go",50000,1
"Chicago",2018 Q3,"Tech","O",1,"Pre","Go",27592,1
"Chicago",2018 Q3,"Finance","O",1,"Pre","Stay",143137,1
"Chicago",2018 Q3,"Legal","A",1,"Pre","Go",56972,1
"Chicago",2018 Q3,"Finance","O",1,"Pre","Go",15242,1
"Chicago",2018 Q3,"Finance","A",1,"Pre","Stay",114168,1
"Chicago",2018 Q3,"Legal","A",1,"Pre","Go",40736,1
"Chicago",2018 Q3,"Finance","A",1,"Pre","Stay",57400,1
"Chicago",2018 Q3,"Tech","A",1,"Pre","Go",263000,1
"Chicago",2018 Q3,"Tech","O",1,"Pre","Stay",10150,1
"Chicago",2018 Q3,"Legal","O",1,"Pre","Stay",12551,1
"Chicago",2018 Q4,"Tech","A",1,"Pre","Go",67730,1
"Chicago",2018 Q4,"Finance","A",1,"Pre","Go",37533,1
"Chicago",2018 Q4,"Finance","O",1,"Pre","Go",12698,1
"Chicago",2018 Q4,"Tech","A",1,"Pre","Go",132463,1
"Chicago",2018 Q4,"Finance","A",1,"Pre","Go",62999,1
"Chicago",2018 Q4,"Tech","O",1,"Pre","Go",38414,1
"Chicago",2018 Q4,"Legal","A",1,"Pre","Go",23013,1
"Chicago",2018 Q4,"Finance","A",1,"Pre","Stay",63141,1
"Chicago",2018 Q4,"Tech","A",1,"Pre","Go",36577,1
"Chicago",2018 Q4,"Tech","A",1,"Pre","Go",23429,1
"Chicago",2018 Q4,"Legal","O",1,"Pre","Stay",21826,1
"Chicago",2018 Q4,"Tech","A",1,"Pre","Go",249429,1
"Chicago",2018 Q4,"Finance","A",1,"Pre","Go",5e+05,1
"Chicago",2018 Q4,"Legal","A",1,"Pre","Stay",78081,1
"Chicago",2018 Q4,"Tech","A",1,"Pre","Go",5e+05,1
"Chicago",2018 Q4,"Legal","A",1,"Pre","Stay",25579,1
"Chicago",2018 Q4,"Tech","O",1,"Pre","Stay",96697,1
"Chicago",2018 Q4,"Legal","A",1,"Pre","Stay",110000,1
"Chicago",2018 Q4,"Finance","O",1,"Pre","Go",20761,1
"Chicago",2019 Q1,"Legal","A",1,"Pre","Go",21264,1
"Chicago",2019 Q1,"Tech","O",1,"Pre","Go",66000,1
"Chicago",2019 Q1,"Finance","A",1,"Pre","Go",18239,1
"Chicago",2019 Q1,"Tech","A",1,"Pre","Go",126000,1
"Chicago",2019 Q1,"Tech","A",1,"Pre","Go",85000,1
"Chicago",2019 Q1,"Finance","A",1,"Pre","Stay",37553,1
"Chicago",2019 Q1,"Legal","A",1,"Pre","Go",87000,1
"Chicago",2019 Q1,"Finance","A",1,"Pre","Go",165323,1
"Chicago",2019 Q1,"Tech","O",1,"Pre","Go",13424,1
"Chicago",2019 Q1,"Tech","A",1,"Pre","Go",47774,1
"Chicago",2019 Q1,"Finance","A",1,"Pre","Go",28766,1
"Chicago",2019 Q2,"Tech","O",1,"Pre","Go",30959,1
"Chicago",2019 Q2,"Finance","O",1,"Pre","Go",16884,1
"Chicago",2019 Q2,"Legal","A",1,"Pre","Go",10747,1
"Chicago",2019 Q2,"Tech","A",1,"Pre","Go",56698,1
"Chicago",2019 Q2,"Tech","O",1,"Pre","Go",51835,1
"Chicago",2019 Q2,"Finance","O",1,"Pre","Go",85398,1
"Chicago",2019 Q2,"Tech","O",1,"Pre","Stay",37940,1
"Chicago",2019 Q2,"Finance","A",1,"Pre","Stay",94615,1
"Chicago",2019 Q2,"Legal","A",1,"Pre","Go",101840,1
"Chicago",2019 Q2,"Legal","A",1,"Pre","Go",27747,1
"Chicago",2019 Q2,"Legal","A",1,"Pre","Stay",74176,1
"Chicago",2019 Q2,"Finance","O",1,"Pre","Go",22700,1
"Chicago",2019 Q2,"Legal","O",1,"Pre","Stay",36500,1
"Chicago",2019 Q2,"Finance","A",1,"Pre","Go",70633,1
"Chicago",2019 Q3,"Tech","O",1,"Pre","Go",48768,1
"Chicago",2019 Q3,"Finance","O",1,"Pre","Stay",74413,1
"Chicago",2019 Q3,"Legal","A",1,"Pre","Go",119737,1
"Chicago",2019 Q3,"Legal","A",1,"Pre","Go",25000,1
"Chicago",2019 Q3,"Tech","O",1,"Pre","Go",25147,1
"Chicago",2019 Q3,"Finance","A",1,"Pre","Go",130000,1
"Chicago",2019 Q3,"Tech","A",1,"Pre","Go",52000,1
"Chicago",2019 Q3,"Legal","O",1,"Pre","Go",60000,1
"Chicago",2019 Q3,"Finance","A",1,"Pre","Go",185000,1
"Chicago",2019 Q3,"Tech","A",1,"Pre","Go",463000,1
"Chicago",2019 Q3,"Tech","O",1,"Pre","Go",22015,1
"Chicago",2019 Q4,"Tech","O",1,"Pre","Stay",20377,1
"Chicago",2019 Q4,"Tech","O",1,"Pre","Stay",58185,1
"Chicago",2019 Q4,"Finance","A",1,"Pre","Stay",31719,1
"Chicago",2019 Q4,"Legal","A",1,"Pre","Go",12413,1
"Chicago",2019 Q4,"Legal","A",1,"Pre","Stay",29793,1
"Chicago",2019 Q4,"Tech","O",1,"Pre","Go",21664,1
"Chicago",2019 Q4,"Legal","A",1,"Pre","Go",97000,1
"Chicago",2019 Q4,"Tech","A",1,"Pre","Go",130000,1
"Chicago",2019 Q4,"Tech","A",1,"Pre","Go",40000,1
"Chicago",2020 Q1,"Tech","A",1,"Pre","Go",96514,0.788571429
"Chicago",2020 Q1,"Legal","A",1,"Pre","Go",105000,0.788571429
"Chicago",2020 Q1,"Tech","A",1,"Pre","Stay",52676,0.788571429
"Chicago",2020 Q1,"Finance","O",1,"Pre","Go",57000,0.788571429
"Chicago",2020 Q1,"Tech","A",1,"Pre","Go",47694,0.788571429
"Chicago",2020 Q1,"Tech","O",1,"Pre","Go",30355,0.788571429
"Chicago",2020 Q1,"Tech","A",1,"Pre","Go",22631,0.788571429
"Chicago",2020 Q1,"Tech","O",1,"Pre","Stay",148262,0.788571429
"Chicago",2020 Q1,"Finance","A",1,"Pre","Stay",533889,0.788571429
"Chicago",2020 Q1,"Tech","O",1,"Pre","Stay",41896,0.788571429
"Chicago",2020 Q1,"Legal","A",1,"Pre","Go",36853,0.788571429
"Chicago",2020 Q1,"Tech","O",1,"Pre","Go",60000,0.788571429
"Chicago",2020 Q1,"Legal","A",1,"Pre","Stay",78000,0.788571429
"Chicago",2020 Q1,"Legal","O",1,"Pre","Go",34472,0.788571429
"Chicago",2020 Q3,"Legal","O",1,"Post","Stay",18330,0.183571429
"Chicago",2020 Q3,"Finance","A",1,"Post","Stay",16629,0.183571429
"Chicago",2020 Q3,"Legal","O",1,"Post","Stay",42868,0.183571429
"Chicago",2020 Q3,"Legal","A",1,"Post","Stay",55417,0.183571429
"Chicago",2020 Q3,"Finance","A",1,"Post","Stay",17285,0.183571429
"Chicago",2020 Q3,"Finance","A",1,"Post","Stay",10599,0.183571429
"Chicago",2020 Q3,"Finance","A",1,"Post","Stay",17267,0.183571429
"Chicago",2020 Q3,"Finance","O",1,"Post","Go",38000,0.183571429
"Chicago",2020 Q3,"Legal","A",1,"Post","Stay",18552,0.183571429
"Chicago",2020 Q3,"Tech","A",1,"Post","Go",125000,0.183571429
"Chicago",2020 Q3,"Tech","A",1,"Post","Stay",21491,0.183571429
"Chicago",2020 Q4,"Finance","O",1,"Post","Go",26000,0.178461538
"Chicago",2020 Q4,"Legal","A",1,"Post","Stay",18814,0.178461538
"Chicago",2020 Q4,"Finance","O",1,"Post","Stay",67687,0.178461538
"Chicago",2020 Q4,"Finance","A",1,"Post","Go",19581,0.178461538
"Chicago",2021 Q1,"Finance","A",1,"Post","Stay",31719,0.180769231
"Chicago",2021 Q1,"Tech","O",1,"Post","Stay",25560,0.180769231
"Chicago",2021 Q1,"Tech","O",1,"Post","Stay",64283,0.180769231
"Chicago",2021 Q1,"Legal","A",1,"Post","Go",72049,0.180769231
"Chicago",2021 Q1,"Legal","O",1,"Post","Stay",18330,0.180769231
"Chicago",2021 Q1,"Tech","A",1,"Post","Go",22000,0.180769231
"Chicago",2021 Q1,"Tech","A",1,"Post","Go",15972,0.180769231
"Chicago",2021 Q1,"Legal","O",1,"Post","Stay",36112,0.180769231
"Chicago",2021 Q2,"Tech","A",1,"Post","Stay",54112,0.236153846
"Chicago",2021 Q2,"Legal","A",1,"Post","Go",11452,0.236153846
"Chicago",2021 Q2,"Finance","A",1,"Post","Stay",13036,0.236153846
"Chicago",2021 Q2,"Finance","O",1,"Post","Go",21210,0.236153846
"Chicago",2021 Q2,"Legal","O",1,"Post","Stay",24892,0.236153846
"Chicago",2021 Q2,"Tech","A",1,"Post","Go",15665,0.236153846
"Chicago",2021 Q2,"Legal","O",1,"Post","Stay",21728,0.236153846
"Chicago",2021 Q2,"Tech","O",1,"Post","Go",38546,0.236153846
"Chicago",2021 Q2,"Legal","O",1,"Post","Stay",75000,0.236153846
"Chicago",2021 Q2,"Finance","O",1,"Post","Stay",35800,0.236153846
"Chicago",2021 Q2,"Finance","A",1,"Post","Go",29477,0.236153846
"Chicago",2021 Q3,"Tech","A",1,"Post","Go",28334,0.294615385
"Chicago",2021 Q3,"Legal","A",1,"Post","Stay",31719,0.294615385
"Chicago",2021 Q3,"Legal","A",1,"Post","Go",24662,0.294615385
"Chicago",2021 Q3,"Tech","O",1,"Post","Stay",39562,0.294615385
"Chicago",2021 Q3,"Tech","A",1,"Post","Go",25559,0.294615385
"Chicago",2021 Q3,"Finance","A",1,"Post","Go",44000,0.294615385
"Chicago",2021 Q3,"Legal","A",1,"Post","Stay",245821,0.294615385
"Chicago",2021 Q3,"Tech","A",1,"Post","Stay",15665,0.294615385
"Chicago",2021 Q3,"Tech","A",1,"Post","Go",52000,0.294615385
"Chicago",2021 Q3,"Legal","A",1,"Post","Go",6e+05,0.294615385
"Chicago",2021 Q3,"Tech","A",1,"Post","Go",23374,0.294615385
"Chicago",2021 Q3,"Legal","O",1,"Post","Stay",13275,0.294615385
"Chicago",2021 Q3,"Finance","A",1,"Post","Stay",26758,0.294615385
"Chicago",2021 Q3,"Tech","A",1,"Post","Go",51000,0.294615385
"Chicago",2021 Q3,"Legal","A",1,"Post","Go",29872,0.294615385
"Chicago",2021 Q4,"Tech","A",1,"Post","Go",24853,0.303846154
"Chicago",2021 Q4,"Tech","A",1,"Post","Go",12000,0.303846154
"Chicago",2021 Q4,"Legal","O",1,"Post","Stay",105837,0.303846154
"Chicago",2021 Q4,"Tech","O",1,"Post","Go",35000,0.303846154
"Chicago",2021 Q4,"Tech","O",1,"Post","Stay",30000,0.303846154
"Chicago",2021 Q4,"Legal","A",1,"Post","Stay",44962,0.303846154
"Chicago",2021 Q4,"Tech","O",1,"Post","Go",50023,0.303846154
"Chicago",2021 Q4,"Tech","A",1,"Post","Go",12887,0.303846154
"Chicago",2021 Q4,"Tech","A",1,"Post","Go",114383,0.303846154
"Chicago",2021 Q4,"Tech","O",1,"Post","Stay",29283,0.303846154
"Chicago",2021 Q4,"Tech","O",1,"Post","Go",43000,0.303846154
"Chicago",2021 Q4,"Tech","A",1,"Post","Go",25000,0.303846154
"Chicago",2021 Q4,"Finance","A",1,"Post","Stay",16923,0.303846154
"Chicago",2021 Q4,"Finance","A",1,"Post","Stay",121000,0.303846154
"Chicago",2021 Q4,"Tech","A",1,"Post","Go",22000,0.303846154
"Chicago",2021 Q4,"Tech","A",1,"Post","Go",26888,0.303846154
"Chicago",2021 Q4,"Legal","A",1,"Post","Go",26912,0.303846154
"Chicago",2021 Q4,"Finance","A",1,"Post","Go",83228,0.303846154
"Chicago",2021 Q4,"Tech","O",1,"Post","Go",17242,0.303846154
"Chicago",2022 Q1,"Legal","A",1,"Post","Stay",37548,0.296153846
"Chicago",2022 Q1,"Tech","O",1,"Post","Stay",70107,0.296153846
"Chicago",2022 Q1,"Legal","O",1,"Post","Stay",16321,0.296153846
"Chicago",2022 Q1,"Finance","A",1,"Post","Stay",65000,0.296153846
"Chicago",2022 Q1,"Finance","A",1,"Post","Stay",60000,0.296153846
"Chicago",2022 Q1,"Legal","O",1,"Post","Go",13851,0.296153846
"Chicago",2022 Q1,"Tech","A",1,"Post","Go",17000,0.296153846
"Chicago",2022 Q1,"Tech","O",1,"Post","Stay",45009,0.296153846
"Chicago",2022 Q1,"Legal","A",1,"Post","Go",87000,0.296153846
"Chicago",2022 Q1,"Finance","A",1,"Post","Go",45168,0.296153846
"Chicago",2022 Q1,"Legal","A",1,"Post","Stay",22935,0.296153846
"Chicago",2022 Q1,"Finance","O",1,"Post","Stay",18000,0.296153846
"Chicago",2022 Q1,"Tech","A",1,"Post","Go",24000,0.296153846
"Chicago",2022 Q1,"Finance","O",1,"Post","Stay",35000,0.296153846
"Chicago",2022 Q1,"Finance","O",1,"Post","Go",81340,0.296153846
"Chicago",2022 Q1,"Finance","A",1,"Post","Stay",13342,0.296153846
"Chicago",2022 Q1,"Legal","A",1,"Post","Go",11201,0.296153846
"Chicago",2022 Q1,"Tech","A",1,"Post","Stay",12000,0.296153846
"Chicago",2022 Q1,"Tech","A",1,"Post","Stay",35914,0.296153846
"Chicago",2022 Q1,"Finance","O",1,"Post","Go",32825,0.296153846
"Chicago",2022 Q2,"Legal","A",1,"Post","Go",27714,0.382857143
"Chicago",2022 Q2,"Finance","A",1,"Post","Stay",13925,0.382857143
"Chicago",2022 Q2,"Finance","O",1,"Post","Go",32825,0.382857143
"Chicago",2022 Q2,"Finance","A",1,"Post","Stay",160000,0.382857143
"Chicago",2022 Q2,"Tech","A",1,"Post","Go",29009,0.382857143
"Chicago",2022 Q2,"Tech","A",1,"Post","Go",38000,0.382857143
"Chicago",2022 Q2,"Legal","A",1,"Post","Stay",20506,0.382857143
"Chicago",2022 Q2,"Finance","O",1,"Post","Stay",25166,0.382857143
